COM,status,mean_altitude,superficie,is_metropole,metropole_name
76488,Commune simple,107.0,715.0,0,
69001,Préfecture de région,750.0,1068.0,0,
28172,Commune simple,145.0,1233.0,0,
32267,Commune simple,250.0,1134.0,0,
42166,Commune simple,338.0,916.0,0,
65369,Chef-lieu canton,301.0,1181.0,0,
95144,Commune simple,134.0,310.0,0,
66018,Commune simple,1012.0,1546.0,0,
54516,Commune simple,406.0,165.0,0,
52396,Commune simple,419.0,1076.0,0,
32289,Commune simple,268.0,1568.0,0,
42320,Commune simple,582.0,883.0,0,
78545,Chef-lieu canton,130.0,511.0,0,
21664,Commune simple,286.0,1803.0,0,
65146,Commune simple,263.0,383.0,0,
89213,Commune simple,140.0,747.0,0,
68123,Commune simple,405.0,604.0,0,
52165,Commune simple,298.0,2564.0,0,
19055,Commune simple,636.0,2052.0,0,
65037,Commune simple,431.0,297.0,0,
91106,Commune simple,85.0,473.0,0,
14377,Commune simple,52.0,1224.0,0,
64114,Commune simple,277.0,374.0,0,
14445,Commune simple,115.0,2021.0,0,
35354,Commune simple,70.0,899.0,0,
04054,Commune simple,823.0,1067.0,0,
80833,Commune simple,103.0,607.0,0,
25123,Commune simple,550.0,917.0,0,
37222,Commune simple,107.0,2138.0,0,
69110,Commune simple,727.0,3356.0,0,
52297,Commune simple,353.0,1598.0,0,
48017,Commune simple,667.0,1743.0,0,
49371,Commune simple,151.0,1839.0,0,
16041,Commune simple,100.0,1052.0,0,
89006,Commune simple,234.0,2192.0,0,
36074,Commune simple,116.0,2514.0,0,
62062,Commune simple,156.0,299.0,0,
17322,Commune simple,7.0,1708.0,0,
43051,Commune simple,1018.0,4169.0,0,
62555,Commune simple,69.0,446.0,0,
28200,Commune simple,195.0,1545.0,0,
15037,Commune simple,578.0,2751.0,0,
71287,Commune simple,246.0,554.0,0,
76537,Commune simple,235.0,874.0,0,
56251,Commune simple,20.0,4751.0,0,
05079,Chef-lieu canton,2264.0,13461.0,0,
51255,Commune simple,153.0,528.0,0,
21205,Commune simple,354.0,1211.0,0,
87141,Commune simple,315.0,2123.0,0,
58223,Commune simple,267.0,3591.0,0,
26213,Commune simple,310.0,850.0,0,
03128,Chef-lieu canton,319.0,3522.0,0,
21433,Commune simple,257.0,3091.0,0,
88374,Commune simple,364.0,293.0,0,
34002,Commune simple,72.0,443.0,0,
33287,Commune simple,44.0,686.0,0,
33151,Commune simple,59.0,3648.0,0,
63364,Commune simple,379.0,1121.0,0,
30119,Commune simple,249.0,595.0,0,
91338,Chef-lieu canton,162.0,1408.0,0,
50280,Commune simple,31.0,899.0,0,
08117,Commune simple,143.0,476.0,0,
84079,Commune simple,795.0,4765.0,0,
25500,Commune simple,458.0,522.0,0,
23001,Chef-lieu canton,450.0,3395.0,0,
12213,Chef-lieu canton,768.0,3092.0,0,
32123,Commune simple,173.0,2577.0,0,
66107,Commune simple,244.0,3465.0,0,
50134,Commune simple,87.0,372.0,0,
58064,Commune simple,287.0,4793.0,0,
80479,Commune simple,198.0,660.0,0,
80615,Commune simple,121.0,959.0,0,
72194,Commune simple,67.0,615.0,0,
15229,Commune simple,1031.0,1508.0,0,
10302,Commune simple,213.0,1204.0,0,
70554,Commune simple,270.0,1227.0,0,
10445,Commune simple,132.0,826.0,0,
18223,Chef-lieu canton,213.0,2433.0,0,
18131,Commune simple,188.0,532.0,0,
28362,Commune simple,217.0,2821.0,0,
89300,Commune simple,316.0,1225.0,0,
43142,Commune simple,986.0,3994.0,0,
45203,Chef-lieu canton,97.0,2049.0,0,
12240,Commune simple,341.0,1880.0,0,
33297,Commune simple,23.0,2077.0,0,
12100,Commune simple,377.0,2918.0,0,
24176,Commune simple,109.0,435.0,0,
22257,Commune simple,61.0,796.0,0,
08150,Commune simple,98.0,939.0,0,
67137,Commune simple,146.0,629.0,1,Strasbourg
34034,Commune simple,528.0,1743.0,0,
62841,Commune simple,29.0,366.0,0,
26278,Commune simple,823.0,2817.0,0,
22090,Commune simple,92.0,925.0,0,
11138,Commune simple,219.0,734.0,0,
33017,Commune simple,100.0,553.0,0,
17298,Commune simple,43.0,1894.0,0,
35143,Commune simple,88.0,1444.0,0,
64032,Commune simple,141.0,693.0,0,
09281,Commune simple,543.0,930.0,0,
90059,Commune simple,366.0,192.0,0,
16026,Commune simple,53.0,965.0,0,
07216,Commune simple,688.0,1977.0,0,
72278,Commune simple,119.0,4721.0,0,
23105,Commune simple,404.0,462.0,0,
50334,Commune simple,189.0,1166.0,0,
57426,Commune simple,239.0,1279.0,0,
11344,Chef-lieu canton,313.0,2384.0,0,
31527,Commune simple,204.0,365.0,0,
21528,Commune simple,407.0,1320.0,0,
80020,Commune simple,89.0,1055.0,0,
25309,Commune simple,825.0,786.0,0,
31386,Commune simple,363.0,493.0,0,
15156,Commune simple,741.0,2730.0,0,
95309,Commune simple,93.0,442.0,0,
02053,Commune simple,168.0,1880.0,0,
08203,Commune simple,235.0,953.0,0,
30326,Commune simple,136.0,2004.0,0,
01265,Commune simple,661.0,1246.0,0,
63014,Chef-lieu canton,380.0,780.0,0,
68045,Commune simple,450.0,602.0,0,
63399,Commune simple,861.0,1805.0,0,
46199,Commune simple,204.0,2176.0,0,
50343,Commune simple,47.0,1336.0,0,
51198,Commune simple,134.0,1262.0,0,
32449,Commune simple,104.0,1474.0,0,
42188,Commune simple,1163.0,2297.0,0,
11183,Commune simple,326.0,2556.0,0,
42222,Chef-lieu canton,428.0,1954.0,0,
09250,Commune simple,584.0,705.0,0,
08311,Chef-lieu canton,207.0,3475.0,0,
10284,Commune simple,84.0,692.0,0,
47273,Commune simple,161.0,670.0,0,
26080,Commune simple,717.0,1311.0,0,
34253,Commune simple,711.0,1266.0,0,
74054,Commune simple,599.0,553.0,0,
10219,Commune simple,278.0,609.0,0,
81234,Commune simple,410.0,537.0,0,
62104,Commune simple,73.0,544.0,0,
27490,Commune simple,127.0,393.0,0,
67547,Commune simple,166.0,1145.0,0,
50083,Commune simple,91.0,828.0,0,
30003,Chef-lieu canton,1.0,5776.0,0,
71482,Commune simple,409.0,3754.0,0,
38344,Chef-lieu canton,229.0,1179.0,0,
60263,Commune simple,83.0,496.0,0,
32358,Commune simple,126.0,982.0,0,
59327,Commune simple,20.0,600.0,0,
35326,Commune simple,80.0,3112.0,0,
88193,Commune simple,675.0,391.0,0,
45322,Commune simple,138.0,346.0,0,
62739,Commune simple,64.0,633.0,0,
72303,Commune simple,119.0,1853.0,0,
76056,Commune simple,28.0,849.0,1,Rouen
77304,Commune simple,180.0,526.0,0,
28177,Commune simple,148.0,1201.0,0,
17350,Commune simple,29.0,884.0,0,
71506,Commune simple,202.0,2752.0,0,
60470,Commune simple,160.0,1327.0,0,
27307,Commune simple,139.0,1078.0,0,
34319,Commune simple,199.0,1132.0,0,
39482,Commune simple,259.0,616.0,0,
89119,Chef-lieu canton,187.0,1053.0,0,
50544,Commune simple,18.0,848.0,0,
55521,Commune simple,245.0,1299.0,0,
70432,Commune simple,306.0,997.0,0,
78048,Commune simple,134.0,1198.0,0,
72368,Commune simple,130.0,1260.0,0,
38359,Commune simple,423.0,2202.0,0,
81079,Commune simple,266.0,1505.0,0,
56167,Commune simple,33.0,2193.0,0,
73262,Commune simple,1370.0,2353.0,0,
16408,Chef-lieu canton,138.0,721.0,0,
17215,Commune simple,36.0,177.0,0,
10097,Commune simple,258.0,1350.0,0,
31077,Commune simple,168.0,1094.0,0,
52135,Commune simple,308.0,1144.0,0,
81313,Commune simple,207.0,963.0,0,
09143,Commune simple,1010.0,517.0,0,
88278,Commune simple,361.0,489.0,0,
24247,Commune simple,104.0,787.0,0,
09032,Chef-lieu canton,1488.0,3016.0,0,
14160,Commune simple,104.0,754.0,0,
71124,Commune simple,258.0,1052.0,0,
19081,Commune simple,576.0,2635.0,0,
85078,Commune simple,4.0,1150.0,0,
36152,Commune simple,163.0,3078.0,0,
47220,Commune simple,64.0,732.0,0,
47007,Commune simple,132.0,7633.0,0,
62243,Commune simple,153.0,410.0,0,
61310,Commune simple,200.0,1836.0,0,
26354,Commune simple,1265.0,8224.0,0,
60645,Commune simple,77.0,451.0,0,
80368,Chef-lieu canton,85.0,884.0,0,
39505,Commune simple,679.0,442.0,0,
46024,Commune simple,248.0,664.0,0,
52502,Commune simple,229.0,480.0,0,
01030,Commune simple,205.0,95.0,0,
64255,Commune simple,69.0,558.0,0,
68121,Commune simple,437.0,502.0,0,
81189,Commune simple,258.0,490.0,0,
67228,Commune simple,218.0,424.0,0,
26201,Commune simple,914.0,1108.0,0,
17208,Commune simple,8.0,1309.0,0,
08395,Commune simple,186.0,460.0,0,
91080,Commune simple,106.0,460.0,0,
74175,Commune simple,660.0,393.0,0,
57024,Commune simple,195.0,474.0,0,
02240,Commune simple,114.0,956.0,0,
55492,Commune simple,326.0,3347.0,0,
13216,Préfecture de région,104.0,1420.0,0,
43181,Commune simple,790.0,1191.0,0,
40247,Commune simple,160.0,789.0,0,
42003,Commune simple,458.0,3077.0,0,
38474,Commune simple,466.0,1328.0,1,Grenoble
21039,Commune simple,423.0,595.0,0,
27455,Commune simple,161.0,874.0,0,
2B178,Commune simple,308.0,850.0,0,
55260,Commune simple,267.0,873.0,0,
59494,Commune simple,139.0,102.0,0,
02831,Commune simple,247.0,2142.0,0,
77056,Commune simple,121.0,695.0,0,
76538,Commune simple,151.0,1048.0,0,
33494,Commune simple,46.0,4345.0,0,
71422,Commune simple,207.0,1337.0,0,
31005,Commune simple,377.0,1146.0,0,
02340,Commune simple,94.0,618.0,0,
66019,Commune simple,336.0,2048.0,0,
82164,Commune simple,159.0,735.0,0,
69004,Préfecture de région,310.0,360.0,0,
34251,Commune simple,550.0,1960.0,0,
68131,Commune simple,329.0,202.0,0,
33352,Chef-lieu canton,57.0,1258.0,0,
52350,Commune simple,282.0,576.0,0,
54416,Commune simple,228.0,849.0,0,
87060,Commune simple,369.0,3585.0,0,
34324,Commune simple,2.0,317.0,0,
70546,Commune simple,224.0,897.0,0,
32145,Commune simple,88.0,272.0,0,
14655,Commune simple,193.0,1233.0,0,
67489,Commune simple,250.0,344.0,0,
11311,Commune simple,159.0,950.0,0,
76756,Commune simple,167.0,649.0,0,
94056,Commune simple,90.0,276.0,0,
40133,Commune simple,10.0,2457.0,0,
27401,Commune simple,135.0,357.0,0,
21146,Commune simple,205.0,653.0,0,
04198,Commune simple,1271.0,2467.0,0,
57449,Commune simple,253.0,319.0,0,
07319,Commune simple,198.0,2666.0,0,
66123,Commune simple,1564.0,3712.0,0,
70124,Commune simple,228.0,523.0,0,
59284,Commune simple,17.0,1293.0,0,
26086,Chef-lieu canton,1023.0,2829.0,0,
23167,Commune simple,499.0,3413.0,0,
31532,Commune simple,371.0,426.0,0,
18212,Commune simple,173.0,2905.0,0,
27694,Commune simple,119.0,444.0,0,
54512,Commune simple,323.0,420.0,0,
60155,Commune simple,94.0,1683.0,0,
70534,Commune simple,257.0,592.0,0,
74313,Commune simple,896.0,647.0,0,
33105,Commune simple,82.0,807.0,0,
53027,Commune simple,64.0,1361.0,0,
85074,Commune simple,18.0,722.0,0,
26108,Chef-lieu canton,248.0,2364.0,0,
48073,Commune simple,1096.0,1762.0,0,
55158,Commune simple,250.0,1262.0,0,
22349,Commune simple,75.0,1074.0,0,
29035,Commune simple,66.0,1068.0,0,
77379,Sous-préfecture,127.0,1473.0,0,
42339,Commune simple,812.0,1669.0,0,
92071,Chef-lieu canton,78.0,360.0,0,
29057,Commune simple,51.0,1873.0,0,
09181,Chef-lieu canton,403.0,3956.0,0,
62109,Commune simple,97.0,284.0,0,
61439,Commune simple,161.0,966.0,0,
28004,Commune simple,148.0,1026.0,0,
80786,Commune simple,128.0,394.0,0,
57206,Chef-lieu canton,220.0,1273.0,0,
24094,Commune simple,198.0,1454.0,0,
80630,Chef-lieu canton,159.0,1171.0,0,
64537,Commune simple,338.0,643.0,0,
78550,Commune simple,111.0,532.0,0,
78057,Commune simple,52.0,690.0,0,
17420,Commune simple,10.0,1413.0,0,
79174,Chef-lieu canton,134.0,972.0,0,
43115,Commune simple,995.0,2504.0,0,
03163,Commune simple,296.0,1008.0,0,
78621,Chef-lieu canton,166.0,1370.0,0,
56112,Commune simple,125.0,1684.0,0,
46096,Commune simple,513.0,773.0,0,
71289,Chef-lieu canton,505.0,2801.0,0,
34285,Commune simple,100.0,1365.0,0,
72329,Commune simple,69.0,2841.0,0,
01046,Commune simple,195.0,1164.0,0,
60678,Commune simple,110.0,450.0,0,
54147,Commune simple,254.0,819.0,0,
2B343,Commune simple,40.0,1655.0,0,
11337,Commune simple,63.0,540.0,0,
12122,Commune simple,711.0,2293.0,0,
43213,Commune simple,820.0,2722.0,0,
89043,Commune simple,277.0,847.0,0,
84006,Commune simple,748.0,747.0,0,
59258,Commune simple,44.0,753.0,0,
14140,Commune simple,95.0,1108.0,0,
77225,Commune simple,156.0,1294.0,0,
32136,Commune simple,132.0,614.0,0,
09018,Commune simple,677.0,301.0,0,
49363,Commune simple,65.0,2011.0,0,
67123,Commune simple,224.0,370.0,0,
51470,Commune simple,150.0,1169.0,0,
60639,Commune simple,107.0,1476.0,0,
63414,Commune simple,452.0,1542.0,0,
33249,Chef-lieu canton,39.0,779.0,1,Bordeaux
18279,Sous-préfecture,140.0,7475.0,0,
71148,Commune simple,415.0,879.0,0,
03224,Commune simple,645.0,2609.0,0,
69166,Commune simple,681.0,39.0,0,
02037,Commune simple,77.0,966.0,0,
11221,Commune simple,800.0,1947.0,0,
69122,Commune simple,214.0,640.0,0,
54480,Commune simple,265.0,505.0,0,
17449,Chef-lieu canton,11.0,3497.0,0,
14635,Commune simple,226.0,813.0,0,
10175,Commune simple,130.0,1635.0,0,
70520,Commune simple,226.0,970.0,0,
91587,Commune simple,88.0,771.0,0,
50144,Commune simple,230.0,1726.0,0,
62184,Commune simple,70.0,690.0,0,
57658,Commune simple,320.0,1078.0,0,
60210,Commune simple,112.0,721.0,0,
62430,Commune simple,147.0,428.0,0,
68062,Commune simple,328.0,1716.0,0,
51214,Commune simple,186.0,2372.0,0,
61196,Commune simple,176.0,1897.0,0,
33510,Commune simple,78.0,365.0,0,
77305,Chef-lieu canton,66.0,905.0,0,
27573,Commune simple,172.0,525.0,0,
88327,Commune simple,321.0,816.0,0,
64235,Commune simple,120.0,321.0,0,
01065,Commune simple,225.0,1024.0,0,
24109,Commune simple,114.0,696.0,0,
59277,Commune simple,111.0,339.0,0,
58296,Commune simple,202.0,1787.0,0,
76694,Commune simple,106.0,314.0,0,
33175,Commune simple,67.0,1441.0,0,
71213,Commune simple,185.0,1167.0,0,
72112,Commune simple,78.0,1402.0,0,
49250,Commune simple,65.0,740.0,0,
68219,Commune simple,394.0,432.0,0,
27184,Commune simple,159.0,247.0,0,
40091,Commune simple,117.0,3427.0,0,
69248,Chef-lieu canton,508.0,193.0,0,
40109,Commune simple,60.0,1600.0,0,
19208,Commune simple,575.0,3712.0,0,
89127,Commune simple,98.0,421.0,0,
41040,Commune simple,116.0,1318.0,0,
26281,Chef-lieu canton,180.0,3341.0,0,
62804,Commune simple,154.0,741.0,0,
21583,Commune simple,503.0,799.0,0,
76639,Commune simple,137.0,450.0,0,
76088,Commune simple,6.0,699.0,1,Rouen
03306,Commune simple,389.0,1019.0,0,
02268,Commune simple,162.0,452.0,0,
35160,Commune simple,54.0,724.0,0,
32379,Commune simple,185.0,711.0,0,
46008,Commune simple,232.0,1505.0,0,
91671,Commune simple,139.0,710.0,0,
2B267,Commune simple,679.0,1249.0,0,
51569,Commune simple,87.0,636.0,0,
23180,Commune simple,556.0,793.0,0,
17284,Commune simple,24.0,1247.0,0,
21068,Commune simple,477.0,736.0,0,
63016,Commune simple,594.0,3268.0,0,
27218,Commune simple,153.0,2633.0,0,
10034,Chef-lieu canton,216.0,2754.0,0,
63237,Commune simple,685.0,2512.0,0,
17292,Commune simple,11.0,1487.0,0,
76311,Commune simple,136.0,413.0,0,
70065,Commune simple,269.0,296.0,0,
18130,Commune simple,219.0,3456.0,0,
95582,Chef-lieu canton,75.0,479.0,0,
14646,Commune simple,168.0,708.0,0,
72017,Commune simple,78.0,754.0,0,
44220,Commune simple,20.0,1955.0,0,
46275,Commune simple,321.0,985.0,0,
51657,Commune simple,128.0,445.0,0,
31268,Commune simple,404.0,542.0,0,
76255,Chef-lieu canton,63.0,1797.0,0,
59620,Commune simple,65.0,464.0,0,
08078,Commune simple,328.0,1482.0,0,
52276,Commune simple,381.0,1316.0,0,
52171,Commune simple,219.0,997.0,0,
55160,Commune simple,329.0,802.0,0,
14706,Commune simple,63.0,313.0,0,
48026,Commune simple,969.0,1372.0,0,
71446,Commune simple,269.0,1370.0,0,
89156,Commune simple,139.0,1210.0,0,
47221,Commune simple,117.0,7097.0,0,
29206,Commune simple,57.0,3964.0,0,
57036,Commune simple,252.0,332.0,0,
60537,Chef-lieu canton,88.0,1298.0,0,
42276,Commune simple,885.0,3712.0,0,
47073,Commune simple,166.0,1143.0,0,
11313,Commune simple,183.0,620.0,0,
69292,Commune simple,260.0,191.0,0,
55403,Commune simple,202.0,485.0,0,
21108,Commune simple,325.0,755.0,0,
88036,Commune simple,359.0,851.0,0,
68382,Commune simple,378.0,513.0,0,
76663,Commune simple,83.0,881.0,0,
88179,Commune simple,300.0,468.0,0,
41077,Commune simple,127.0,872.0,0,
21485,Commune simple,327.0,1493.0,0,
41293,Commune simple,117.0,720.0,0,
08286,Commune simple,134.0,925.0,0,
46334,Commune simple,292.0,3420.0,0,
19205,Commune simple,444.0,1588.0,0,
04020,Commune simple,1447.0,5960.0,0,
58217,Commune simple,188.0,1103.0,0,
08421,Commune simple,275.0,618.0,0,
78124,Commune simple,40.0,508.0,0,
31165,Commune simple,210.0,1494.0,0,
41115,Commune simple,120.0,1587.0,0,
63123,Commune simple,772.0,1091.0,0,
17150,Commune simple,41.0,1433.0,0,
49011,Commune simple,37.0,670.0,0,
46066,Chef-lieu canton,224.0,1049.0,0,
82195,Commune simple,79.0,922.0,0,
25185,Commune simple,394.0,567.0,0,
39037,Commune simple,226.0,415.0,0,
06032,Commune simple,139.0,220.0,1,Nice
11219,Commune simple,783.0,1993.0,0,
70505,Commune simple,216.0,556.0,0,
60134,Commune simple,70.0,471.0,0,
88352,Commune simple,366.0,1261.0,0,
10111,Commune simple,237.0,1033.0,0,
35358,Commune simple,30.0,450.0,0,
27630,Commune simple,142.0,889.0,0,
80169,Commune simple,118.0,374.0,0,
78478,Commune simple,155.0,1017.0,0,
14616,Commune simple,137.0,780.0,0,
14052,Commune simple,145.0,320.0,0,
59322,Commune simple,56.0,1267.0,0,
14679,Commune simple,50.0,243.0,0,
60281,Commune simple,85.0,1513.0,0,
15160,Commune simple,692.0,893.0,0,
03302,Commune simple,462.0,354.0,0,
32124,Commune simple,201.0,899.0,0,
34141,Commune simple,267.0,3118.0,0,
09145,Commune simple,300.0,383.0,0,
60287,Commune simple,132.0,760.0,0,
69101,Commune simple,323.0,424.0,0,
40136,Commune simple,133.0,564.0,0,
37253,Commune simple,102.0,1446.0,0,
55356,Commune simple,224.0,667.0,0,
57355,Commune simple,264.0,1340.0,0,
01063,Commune simple,486.0,450.0,0,
50518,Commune simple,191.0,1250.0,0,
85090,Commune simple,183.0,2925.0,0,
15058,Commune simple,663.0,1613.0,0,
01441,Commune simple,747.0,2000.0,0,
67227,Commune simple,257.0,118.0,0,
37268,Commune simple,88.0,841.0,0,
31023,Commune simple,371.0,1508.0,0,
22180,Chef-lieu canton,99.0,2188.0,0,
16248,Commune simple,82.0,1446.0,0,
21184,Commune simple,451.0,391.0,0,
80008,Commune simple,113.0,1071.0,0,
66027,Commune simple,1551.0,327.0,0,
44210,Commune simple,3.0,1424.0,0,
24495,Commune simple,190.0,753.0,0,
73245,Commune simple,529.0,1267.0,0,
46258,Commune simple,314.0,852.0,0,
56148,Commune simple,14.0,1724.0,0,
62021,Commune simple,98.0,1398.0,0,
13035,Chef-lieu canton,151.0,6879.0,0,
49150,Commune simple,71.0,3594.0,0,
58195,Commune simple,238.0,3261.0,0,
62670,Commune simple,126.0,1603.0,0,
64067,Commune simple,232.0,946.0,0,
07297,Commune simple,467.0,1528.0,0,
19027,Commune simple,835.0,4537.0,0,
05112,Commune simple,1451.0,2642.0,0,
33309,Commune simple,15.0,1010.0,0,
67035,Commune simple,201.0,314.0,0,
08080,Commune simple,234.0,434.0,0,
70446,Commune simple,206.0,1274.0,0,
21717,Commune simple,329.0,2313.0,0,
21069,Commune simple,409.0,1452.0,0,
45138,Commune simple,167.0,1399.0,0,
64264,Commune simple,192.0,211.0,0,
34193,Commune simple,560.0,4121.0,0,
76036,Commune simple,93.0,729.0,0,
60217,Commune simple,168.0,1175.0,0,
77311,Commune simple,120.0,2077.0,0,
39332,Commune simple,562.0,1712.0,0,
87129,Commune simple,346.0,1728.0,0,
41292,Commune simple,116.0,1148.0,0,
83130,Chef-lieu canton,94.0,1783.0,0,
64012,Commune simple,232.0,1431.0,0,
88222,Commune simple,348.0,513.0,0,
37092,Commune simple,135.0,1567.0,0,
80603,Commune simple,68.0,400.0,0,
69140,Commune simple,250.0,926.0,0,
26138,Commune simple,97.0,2788.0,0,
08115,Commune simple,207.0,2294.0,0,
80086,Chef-lieu canton,142.0,1737.0,0,
01110,Commune simple,362.0,583.0,0,
15158,Commune simple,1050.0,1257.0,0,
89373,Commune simple,150.0,994.0,0,
58265,Commune simple,183.0,1610.0,0,
55025,Commune simple,238.0,1471.0,0,
33447,Commune simple,19.0,1021.0,0,
60593,Commune simple,111.0,346.0,0,
58197,Commune simple,282.0,1583.0,0,
55424,Commune simple,129.0,275.0,0,
77177,Commune simple,113.0,2835.0,0,
76654,Commune simple,149.0,606.0,0,
32066,Commune simple,151.0,1351.0,0,
55566,Commune simple,252.0,737.0,0,
07024,Commune simple,259.0,3298.0,0,
24249,Commune simple,130.0,1034.0,0,
22389,Commune simple,69.0,1738.0,0,
31215,Commune simple,202.0,1350.0,0,
03081,Commune simple,428.0,1298.0,0,
44064,Commune simple,34.0,1631.0,0,
74183,Commune simple,1097.0,4445.0,0,
59061,Commune simple,196.0,789.0,0,
55146,Commune simple,219.0,1443.0,0,
15241,Commune simple,1162.0,1774.0,0,
61116,Commune simple,152.0,1768.0,0,
43166,Commune simple,839.0,1739.0,0,
19262,Commune simple,430.0,2207.0,0,
09293,Commune simple,684.0,1784.0,0,
88467,Commune simple,607.0,767.0,0,
62081,Commune simple,60.0,800.0,0,
01084,Commune simple,234.0,1331.0,0,
57220,Commune simple,241.0,451.0,0,
21660,Commune simple,402.0,548.0,0,
54425,Commune simple,303.0,483.0,0,
82010,Commune simple,144.0,1174.0,0,
16016,Commune simple,193.0,3086.0,0,
14585,Commune simple,144.0,1464.0,0,
84084,Commune simple,483.0,1466.0,0,
71051,Commune simple,297.0,366.0,0,
89149,Commune simple,191.0,1708.0,0,
14171,Commune simple,167.0,455.0,0,
80266,Commune simple,127.0,926.0,0,
81120,Chef-lieu canton,413.0,6138.0,0,
71153,Chef-lieu canton,384.0,1806.0,0,
65183,Chef-lieu canton,370.0,1381.0,0,
33445,Commune simple,41.0,978.0,0,
86113,Commune simple,120.0,2206.0,0,
78003,Commune simple,156.0,2622.0,0,
88183,Commune simple,322.0,1053.0,0,
33035,Commune simple,16.0,1112.0,0,
28190,Commune simple,133.0,2739.0,0,
11379,Chef-lieu canton,18.0,4056.0,0,
13205,Préfecture de région,35.0,218.0,0,
35004,Chef-lieu canton,32.0,942.0,0,
27336,Commune simple,133.0,307.0,0,
65054,Commune simple,587.0,1778.0,0,
40047,Commune simple,79.0,970.0,0,
55214,Commune simple,300.0,962.0,0,
24531,Commune simple,164.0,1056.0,0,
62496,Commune simple,80.0,826.0,0,
39326,Commune simple,491.0,1145.0,0,
24237,Commune simple,96.0,1078.0,0,
27541,Commune simple,163.0,319.0,0,
48084,Commune simple,1004.0,1057.0,0,
35171,Commune simple,92.0,3525.0,0,
59131,Commune simple,2.0,548.0,0,
70018,Commune simple,202.0,451.0,0,
71278,Commune simple,345.0,2246.0,0,
62099,Commune simple,87.0,596.0,0,
35336,Commune simple,74.0,366.0,0,
59019,Commune simple,75.0,652.0,0,
07268,Commune simple,92.0,568.0,0,
27067,Commune simple,86.0,1147.0,0,
44171,Commune simple,16.0,673.0,1,Nantes
83032,Commune simple,185.0,3576.0,0,
39224,Commune simple,516.0,342.0,0,
71052,Commune simple,199.0,1714.0,0,
09131,Commune simple,821.0,309.0,0,
10043,Commune simple,88.0,717.0,0,
05002,Commune simple,1645.0,3214.0,0,
40233,Chef-lieu canton,62.0,4968.0,0,
59018,Commune simple,25.0,1351.0,0,
27608,Commune simple,175.0,586.0,0,
31210,Commune simple,203.0,1632.0,0,
14387,Commune simple,26.0,647.0,0,
87059,Chef-lieu canton,227.0,2393.0,0,
02277,Commune simple,130.0,1092.0,0,
24166,Commune simple,184.0,2348.0,0,
34069,Commune simple,92.0,3835.0,0,
71146,Commune simple,293.0,1600.0,0,
01183,Commune simple,192.0,441.0,0,
41167,Commune simple,87.0,3016.0,0,
10212,Commune simple,161.0,277.0,0,
40030,Commune simple,149.0,2348.0,0,
23223,Commune simple,475.0,2416.0,0,
18193,Commune simple,205.0,2151.0,0,
83080,Commune simple,894.0,7688.0,0,
49185,Commune simple,50.0,753.0,0,
63254,Commune simple,488.0,425.0,0,
19163,Commune simple,369.0,1123.0,0,
55316,Commune simple,217.0,1853.0,0,
25512,Chef-lieu canton,912.0,2423.0,0,
06071,Chef-lieu canton,1376.0,8640.0,0,
47282,Commune simple,129.0,1518.0,0,
56120,Commune simple,96.0,1949.0,0,
32239,Commune simple,158.0,2669.0,0,
36245,Commune simple,160.0,1781.0,0,
81179,Commune simple,220.0,995.0,0,
25373,Commune simple,995.0,312.0,0,
24087,Commune simple,164.0,2042.0,0,
21189,Commune simple,194.0,1174.0,0,
31338,Commune simple,158.0,515.0,0,
73057,Commune simple,707.0,264.0,0,
51347,Commune simple,84.0,1156.0,0,
32446,Commune simple,206.0,1256.0,0,
57075,Commune simple,281.0,501.0,0,
08153,Commune simple,250.0,830.0,0,
09133,Commune simple,1049.0,824.0,0,
42014,Commune simple,642.0,1394.0,0,
47100,Commune simple,148.0,2884.0,0,
07114,Commune simple,632.0,1011.0,0,
30221,Chef-lieu canton,58.0,2627.0,0,
53107,Chef-lieu canton,177.0,1485.0,0,
54431,Chef-lieu canton,214.0,2153.0,0,
81055,Commune simple,585.0,778.0,0,
46032,Commune simple,245.0,1310.0,0,
30013,Commune simple,101.0,671.0,0,
70029,Commune simple,299.0,1205.0,0,
46139,Commune simple,525.0,996.0,0,
22185,Commune simple,97.0,6239.0,0,
09272,Commune simple,833.0,2253.0,0,
27154,Commune simple,147.0,1848.0,0,
58172,Commune simple,230.0,2632.0,0,
36141,Chef-lieu canton,214.0,3542.0,0,
38136,Commune simple,433.0,368.0,0,
62702,Commune simple,103.0,532.0,0,
26292,Commune simple,774.0,1647.0,0,
48051,Commune simple,515.0,2647.0,0,
22165,Commune simple,134.0,1078.0,0,
77042,Commune simple,114.0,993.0,0,
02610,Commune simple,61.0,670.0,0,
19052,Commune simple,891.0,972.0,0,
46149,Commune simple,203.0,1043.0,0,
60132,Commune simple,62.0,675.0,0,
60221,Commune simple,110.0,987.0,0,
47218,Commune simple,74.0,1086.0,0,
38550,Commune simple,1498.0,499.0,0,
55364,Commune simple,198.0,3602.0,0,
35066,Commune simple,32.0,1003.0,1,Rennes
88472,Commune simple,384.0,751.0,0,
50574,Commune simple,20.0,922.0,0,
21681,Commune simple,289.0,644.0,0,
89049,Commune simple,224.0,347.0,0,
64236,Commune simple,190.0,400.0,0,
38082,Commune simple,557.0,829.0,0,
09275,Commune simple,223.0,373.0,0,
03275,Chef-lieu canton,279.0,4457.0,0,
