COM,status,mean_altitude,superficie,is_metropole,metropole_name
25227,Commune simple,694.0,607.0,0,
21226,Commune simple,356.0,1895.0,0,
51491,Commune simple,172.0,1717.0,0,
25036,Commune simple,278.0,851.0,0,
31543,Commune simple,284.0,703.0,0,
72147,Commune simple,59.0,791.0,0,
91184,Commune simple,98.0,574.0,0,
23220,Commune simple,497.0,3880.0,0,
54085,Commune simple,304.0,480.0,0,
77291,Commune simple,109.0,982.0,0,
55084,Commune simple,341.0,1105.0,0,
23216,Commune simple,543.0,3115.0,0,
21441,Commune simple,463.0,2783.0,0,
27279,Commune simple,63.0,1284.0,0,
62405,Commune simple,52.0,497.0,0,
01116,Commune simple,472.0,1427.0,0,
62242,Commune simple,135.0,583.0,0,
03036,Chef-lieu canton,264.0,5527.0,0,
16241,Commune simple,99.0,577.0,0,
91421,Chef-lieu canton,70.0,1116.0,0,
01052,Commune simple,282.0,2622.0,0,
24517,Commune simple,222.0,909.0,0,
51111,Commune simple,159.0,618.0,0,
62005,Commune simple,122.0,507.0,0,
67234,Commune simple,232.0,1873.0,0,
54021,Commune simple,206.0,370.0,0,
48089,Commune simple,1174.0,4938.0,0,
14360,Commune simple,201.0,694.0,0,
68136,Commune simple,197.0,773.0,0,
89025,Sous-préfecture,265.0,2662.0,0,
75106,Capitale d'état,40.0,215.0,0,
15258,Chef-lieu canton,899.0,2931.0,0,
76238,Commune simple,64.0,564.0,0,
22340,Commune simple,77.0,1848.0,0,
29222,Commune simple,53.0,192.0,0,
42298,Commune simple,1145.0,3073.0,0,
33182,Commune simple,18.0,1011.0,0,
56229,Commune simple,45.0,2806.0,0,
77020,Commune simple,148.0,1940.0,0,
80321,Commune simple,116.0,609.0,0,
38016,Commune simple,471.0,979.0,0,
67420,Commune simple,508.0,1140.0,0,
64424,Commune simple,343.0,3102.0,0,
16294,Commune simple,128.0,2722.0,0,
67504,Commune simple,159.0,1097.0,0,
71555,Commune simple,182.0,1920.0,0,
29008,Commune simple,64.0,3499.0,0,
77505,Commune simple,157.0,1069.0,0,
37104,Commune simple,84.0,3587.0,0,
42138,Commune simple,565.0,912.0,0,
51288,Commune simple,129.0,1093.0,0,
62527,Commune simple,78.0,1105.0,0,
65465,Chef-lieu canton,2103.0,3543.0,0,
44057,Commune simple,21.0,4440.0,0,
52065,Commune simple,307.0,1180.0,0,
54485,Commune simple,321.0,620.0,0,
39361,Chef-lieu canton,230.0,807.0,0,
42023,Chef-lieu canton,694.0,2018.0,0,
17330,Commune simple,29.0,4100.0,0,
14064,Commune simple,72.0,940.0,0,
54313,Commune simple,212.0,728.0,0,
21229,Commune simple,383.0,1004.0,0,
47306,Commune simple,58.0,1703.0,0,
21135,Commune simple,227.0,1325.0,0,
28233,Commune simple,141.0,2669.0,0,
01207,Commune simple,284.0,2013.0,0,
89394,Commune simple,163.0,431.0,0,
60654,Commune simple,67.0,466.0,0,
41139,Commune simple,88.0,1347.0,0,
39243,Commune simple,209.0,309.0,0,
88527,Commune simple,278.0,831.0,0,
12040,Commune simple,729.0,2165.0,0,
09005,Commune simple,755.0,1410.0,0,
07294,Commune simple,192.0,2516.0,0,
64519,Commune simple,211.0,1380.0,0,
55334,Commune simple,335.0,1649.0,0,
72028,Commune simple,135.0,2474.0,0,
71143,Commune simple,206.0,1660.0,0,
70419,Commune simple,305.0,842.0,0,
41277,Commune simple,147.0,1136.0,0,
63159,Commune simple,765.0,1448.0,0,
34063,Commune simple,82.0,2501.0,0,
25280,Commune simple,683.0,583.0,0,
09242,Commune simple,656.0,376.0,0,
33366,Chef-lieu canton,28.0,2320.0,0,
38384,Chef-lieu canton,410.0,1877.0,0,
33307,Commune simple,52.0,3183.0,0,
18274,Commune simple,261.0,498.0,0,
72346,Chef-lieu canton,51.0,2147.0,0,
53176,Commune simple,155.0,2206.0,0,
83134,Commune simple,144.0,1743.0,0,
32245,Commune simple,135.0,933.0,0,
91405,Chef-lieu canton,96.0,3368.0,0,
32416,Commune simple,154.0,2016.0,0,
12200,Commune simple,575.0,2623.0,0,
62863,Commune simple,24.0,1006.0,0,
67253,Commune simple,222.0,471.0,0,
27032,Commune simple,150.0,713.0,0,
25155,Commune simple,428.0,1454.0,0,
76221,Commune simple,104.0,642.0,0,
34210,Commune simple,75.0,1396.0,0,
50087,Commune simple,117.0,3230.0,0,
80815,Commune simple,40.0,2070.0,0,
26135,Commune simple,1041.0,2949.0,0,
76344,Commune simple,197.0,2994.0,0,
08087,Commune simple,293.0,744.0,0,
28327,Commune simple,211.0,1340.0,0,
17451,Commune simple,70.0,2146.0,0,
54471,Commune simple,294.0,821.0,0,
36159,Commune simple,164.0,4551.0,0,
03123,Commune simple,309.0,1463.0,0,
03129,Commune simple,449.0,1874.0,0,
45116,Commune simple,118.0,3386.0,0,
66217,Commune simple,100.0,1720.0,0,
06083,Chef-lieu canton,175.0,1422.0,0,
38460,Commune simple,620.0,712.0,0,
19058,Commune simple,633.0,2538.0,0,
91064,Chef-lieu canton,136.0,969.0,0,
62498,Sous-préfecture,45.0,1169.0,0,
25345,Commune simple,351.0,832.0,0,
60328,Commune simple,151.0,812.0,0,
38273,Commune simple,998.0,1201.0,0,
57358,Commune simple,213.0,392.0,0,
60662,Commune simple,215.0,988.0,0,
69179,Commune simple,315.0,990.0,0,
87078,Commune simple,272.0,2545.0,0,
69160,Commune simple,651.0,3124.0,0,
81320,Commune simple,223.0,977.0,0,
17328,Commune simple,29.0,2409.0,0,
63463,Commune simple,796.0,2556.0,0,
38281,Commune simple,634.0,1700.0,1,Grenoble
43082,Commune simple,889.0,1632.0,0,
33176,Commune simple,85.0,534.0,0,
19182,Commune simple,176.0,1095.0,0,
14103,Commune simple,29.0,441.0,0,
31357,Commune simple,421.0,1641.0,0,
04085,Commune simple,1265.0,2002.0,0,
88116,Commune simple,804.0,4024.0,0,
39207,Commune simple,458.0,526.0,0,
15192,Commune simple,1259.0,3130.0,0,
05127,Commune simple,944.0,1662.0,0,
10085,Commune simple,147.0,695.0,0,
10024,Commune simple,136.0,1030.0,0,
52328,Commune simple,359.0,349.0,0,
07086,Commune simple,418.0,1575.0,0,
62157,Commune simple,98.0,179.0,0,
45176,Commune simple,95.0,1517.0,0,
42133,Commune simple,782.0,902.0,0,
82049,Commune simple,82.0,1332.0,0,
80227,Commune simple,174.0,896.0,0,
57592,Commune simple,259.0,1079.0,0,
58207,Commune simple,250.0,3139.0,0,
60138,Commune simple,83.0,1208.0,0,
76497,Commune simple,49.0,1279.0,1,Rouen
57539,Commune simple,243.0,193.0,0,
80123,Commune simple,39.0,692.0,0,
38370,Commune simple,272.0,1518.0,0,
50186,Commune simple,27.0,476.0,0,
64078,Commune simple,219.0,526.0,0,
61069,Commune simple,139.0,594.0,0,
62212,Commune simple,106.0,564.0,0,
51217,Chef-lieu canton,158.0,2258.0,0,
90016,Commune simple,421.0,87.0,0,
33078,Commune simple,17.0,341.0,0,
72114,Commune simple,142.0,901.0,0,
07306,Commune simple,219.0,839.0,0,
71381,Commune simple,281.0,907.0,0,
07292,Commune simple,424.0,949.0,0,
27471,Commune simple,10.0,335.0,0,
57573,Commune simple,227.0,411.0,0,
88284,Commune simple,531.0,1248.0,0,
49123,Commune simple,42.0,1491.0,0,
70162,Commune simple,286.0,804.0,0,
60626,Commune simple,135.0,936.0,0,
91195,Commune simple,87.0,850.0,0,
76144,Commune simple,124.0,406.0,0,
50614,Commune simple,58.0,399.0,0,
14756,Commune simple,212.0,980.0,0,
14484,Commune simple,130.0,904.0,0,
28415,Commune simple,118.0,1878.0,0,
29265,Commune simple,84.0,995.0,0,
81212,Commune simple,232.0,517.0,0,
24351,Commune simple,129.0,1186.0,0,
08424,Commune simple,215.0,990.0,0,
27407,Commune simple,135.0,982.0,0,
10173,Commune simple,124.0,354.0,0,
54463,Commune simple,280.0,1074.0,0,
79139,Commune simple,138.0,452.0,0,
26262,Commune simple,627.0,1249.0,0,
24448,Commune simple,185.0,1067.0,0,
63092,Commune simple,784.0,3223.0,0,
68278,Commune simple,253.0,1963.0,0,
02068,Commune simple,134.0,521.0,0,
34131,Commune simple,191.0,667.0,0,
11284,Commune simple,179.0,497.0,0,
2A100,Commune simple,1099.0,2065.0,0,
88407,Commune simple,290.0,755.0,0,
65373,Commune simple,284.0,892.0,0,
67022,Commune simple,376.0,188.0,0,
36109,Commune simple,252.0,1794.0,0,
88333,Commune simple,295.0,537.0,0,
72099,Commune simple,72.0,1684.0,0,
88158,Commune simple,515.0,1253.0,0,
25204,Commune simple,864.0,892.0,0,
17486,Commune simple,5.0,741.0,0,
59077,Commune simple,110.0,328.0,0,
06009,Commune simple,956.0,1503.0,1,Nice
86166,Commune simple,143.0,2596.0,0,
12125,Commune simple,600.0,3075.0,0,
64176,Commune simple,154.0,1410.0,0,
57674,Commune simple,284.0,844.0,0,
57461,Commune simple,313.0,957.0,0,
74114,Commune simple,1216.0,673.0,0,
45033,Commune simple,114.0,1316.0,0,
67145,Commune simple,223.0,353.0,0,
03132,Chef-lieu canton,272.0,972.0,0,
55549,Commune simple,221.0,1183.0,0,
2A279,Commune simple,548.0,3692.0,0,
58102,Chef-lieu canton,208.0,6333.0,0,
60394,Commune simple,99.0,496.0,0,
37266,Commune simple,81.0,2691.0,0,
72173,Commune simple,99.0,1772.0,0,
89222,Commune simple,259.0,1210.0,0,
76174,Commune simple,137.0,508.0,0,
60313,Commune simple,77.0,1190.0,0,
76533,Commune simple,31.0,1027.0,0,
72124,Chef-lieu canton,100.0,2871.0,0,
79140,Commune simple,133.0,1819.0,0,
81259,Commune simple,407.0,1185.0,0,
18172,Commune simple,167.0,764.0,0,
03316,Commune simple,217.0,2622.0,0,
27045,Commune simple,96.0,1101.0,0,
80298,Commune simple,108.0,1095.0,0,
39166,Commune simple,433.0,1409.0,0,
02432,Commune simple,72.0,564.0,0,
57161,Commune simple,232.0,549.0,0,
61349,Commune simple,209.0,745.0,0,
38500,Commune simple,298.0,504.0,0,
35212,Commune simple,65.0,1971.0,0,
84057,Commune simple,263.0,833.0,0,
82019,Commune simple,131.0,1249.0,0,
51237,Chef-lieu canton,180.0,3172.0,0,
23121,Commune simple,322.0,405.0,0,
46052,Commune simple,234.0,523.0,0,
60020,Commune simple,111.0,369.0,0,
81071,Commune simple,338.0,932.0,0,
25438,Commune simple,248.0,772.0,0,
68247,Commune simple,842.0,1909.0,0,
61456,Commune simple,226.0,2854.0,0,
49003,Commune simple,71.0,1997.0,0,
04077,Commune simple,618.0,2990.0,0,
22333,Commune simple,199.0,2824.0,0,
72246,Commune simple,136.0,483.0,0,
66067,Commune simple,1978.0,2637.0,0,
84100,Commune simple,301.0,488.0,0,
07318,Commune simple,390.0,450.0,0,
08435,Commune simple,120.0,2395.0,0,
76391,Commune simple,108.0,3099.0,1,Rouen
51269,Commune simple,136.0,2813.0,0,
03182,Commune simple,321.0,960.0,0,
45225,Commune simple,109.0,921.0,0,
70537,Commune simple,322.0,609.0,0,
81243,Commune simple,318.0,939.0,0,
63052,Commune simple,407.0,586.0,0,
39241,Commune simple,229.0,275.0,0,
33464,Commune simple,63.0,896.0,0,
57081,Commune simple,228.0,798.0,0,
28291,Commune simple,151.0,2038.0,0,
70152,Commune simple,231.0,1436.0,0,
17184,Commune simple,19.0,1867.0,0,
32339,Commune simple,202.0,441.0,0,
70089,Commune simple,328.0,972.0,0,
27416,Commune simple,157.0,2460.0,0,
05168,Commune simple,1153.0,2512.0,0,
61471,Commune simple,201.0,1521.0,0,
58155,Commune simple,175.0,1081.0,0,
89091,Commune simple,195.0,2497.0,0,
22322,Commune simple,153.0,1318.0,0,
04202,Commune simple,1158.0,1489.0,0,
55189,Commune simple,323.0,1036.0,0,
18268,Commune simple,170.0,3535.0,0,
50153,Commune simple,14.0,652.0,0,
09102,Commune simple,351.0,424.0,0,
08428,Commune simple,117.0,1119.0,0,
27393,Commune simple,133.0,890.0,0,
66004,Commune simple,1909.0,4346.0,0,
26315,Commune simple,1043.0,2689.0,0,
25546,Commune simple,409.0,431.0,0,
50150,Commune simple,43.0,732.0,0,
77410,Commune simple,84.0,721.0,0,
29086,Commune simple,76.0,2966.0,0,
38228,Commune simple,678.0,1551.0,0,
46325,Commune simple,329.0,1374.0,0,
80119,Commune simple,103.0,1027.0,0,
41137,Commune simple,98.0,2662.0,0,
40293,Commune simple,12.0,1033.0,0,
44004,Commune simple,13.0,1203.0,0,
07173,Commune simple,1086.0,1262.0,0,
21526,Commune simple,374.0,1205.0,0,
62208,Commune simple,143.0,181.0,0,
30257,Commune simple,70.0,711.0,0,
01267,Commune simple,627.0,1946.0,0,
67168,Commune simple,251.0,955.0,0,
24155,Commune simple,171.0,1991.0,0,
57413,Commune simple,284.0,2467.0,0,
38222,Commune simple,538.0,1054.0,0,
69216,Commune simple,605.0,1327.0,0,
28072,Commune simple,194.0,919.0,0,
53103,Commune simple,125.0,1877.0,0,
55401,Commune simple,264.0,1025.0,0,
52168,Commune simple,268.0,1573.0,0,
63338,Commune simple,538.0,2195.0,0,
07248,Commune simple,967.0,2398.0,0,
50409,Commune simple,47.0,1536.0,0,
79201,Commune simple,139.0,3607.0,0,
33449,Chef-lieu canton,38.0,8491.0,1,Bordeaux
57543,Commune simple,295.0,587.0,0,
05140,Commune simple,906.0,858.0,0,
68189,Commune simple,195.0,436.0,0,
63164,Chef-lieu canton,326.0,1637.0,0,
03292,Commune simple,433.0,3124.0,0,
87037,Commune simple,389.0,2000.0,0,
35164,Commune simple,68.0,2223.0,0,
55506,Commune simple,299.0,1311.0,0,
45032,Commune simple,132.0,1277.0,0,
79284,Commune simple,69.0,1144.0,0,
49046,Commune simple,50.0,2006.0,0,
52370,Commune simple,316.0,2703.0,0,
26261,Commune simple,254.0,1856.0,0,
49030,Commune simple,44.0,2158.0,0,
07022,Commune simple,171.0,1752.0,0,
57743,Commune simple,328.0,132.0,0,
68150,Commune simple,416.0,121.0,0,
27557,Commune simple,143.0,652.0,0,
02412,Commune simple,141.0,919.0,0,
80514,Commune simple,104.0,415.0,0,
58127,Commune simple,304.0,2378.0,0,
02093,Commune simple,100.0,1079.0,0,
25516,Commune simple,381.0,471.0,0,
69148,Commune simple,305.0,1037.0,0,
55449,Commune simple,303.0,1712.0,0,
83001,Commune simple,221.0,2250.0,0,
68188,Commune simple,911.0,2101.0,0,
79235,Commune simple,169.0,3264.0,0,
61486,Chef-lieu canton,238.0,2636.0,0,
55104,Commune simple,355.0,1417.0,0,
46241,Commune simple,197.0,648.0,0,
21477,Commune simple,549.0,605.0,0,
71537,Commune simple,300.0,1333.0,0,
38463,Commune simple,355.0,1766.0,0,
27089,Commune simple,133.0,265.0,0,
87086,Commune simple,423.0,3632.0,0,
89438,Commune simple,212.0,2310.0,0,
46233,Commune simple,361.0,2496.0,0,
38390,Commune simple,779.0,1328.0,0,
80199,Commune simple,83.0,1889.0,0,
72355,Commune simple,107.0,605.0,0,
74311,Commune simple,837.0,2092.0,0,
12020,Commune simple,549.0,1556.0,0,
24025,Commune simple,229.0,2343.0,0,
03240,Commune simple,321.0,3392.0,0,
88510,Commune simple,390.0,822.0,0,
07063,Commune simple,434.0,947.0,0,
50195,Commune simple,319.0,1055.0,0,
11192,Commune simple,158.0,1556.0,0,
83040,Commune simple,1038.0,1483.0,0,
38011,Commune simple,218.0,907.0,0,
14565,Commune simple,21.0,430.0,0,
62156,Commune simple,73.0,859.0,0,
22088,Commune simple,266.0,2203.0,0,
45212,Commune simple,117.0,2104.0,0,
80467,Commune simple,87.0,638.0,0,
30082,Commune simple,130.0,1466.0,0,
70316,Commune simple,371.0,364.0,0,
37057,Commune simple,107.0,2860.0,0,
54395,Préfecture,231.0,1494.0,0,
19184,Commune simple,221.0,452.0,0,
14218,Commune simple,100.0,639.0,0,
23038,Commune simple,445.0,2226.0,0,
19072,Chef-lieu canton,232.0,2445.0,0,
39050,Commune simple,549.0,1301.0,0,
87046,Commune simple,312.0,3184.0,0,
59622,Commune simple,75.0,893.0,0,
55422,Commune simple,201.0,380.0,0,
42177,Commune simple,287.0,1649.0,0,
17108,Commune simple,47.0,687.0,0,
27269,Commune simple,163.0,609.0,0,
57498,Commune simple,313.0,1663.0,0,
28110,Commune simple,145.0,549.0,0,
32026,Commune simple,172.0,754.0,0,
74211,Commune simple,681.0,1857.0,0,
73005,Commune simple,1195.0,2141.0,0,
07075,Commune simple,1188.0,4382.0,0,
08202,Commune simple,336.0,524.0,0,
60083,Commune simple,116.0,1293.0,0,
60196,Commune simple,196.0,371.0,0,
71470,Commune simple,468.0,1426.0,0,
74102,Commune simple,1250.0,3381.0,0,
57030,Commune simple,272.0,694.0,0,
55303,Commune simple,260.0,1035.0,0,
39308,Commune simple,254.0,846.0,0,
17427,Commune simple,88.0,1178.0,0,
55173,Commune simple,367.0,812.0,0,
24577,Commune simple,132.0,1356.0,0,
03090,Commune simple,229.0,2020.0,0,
53042,Commune simple,178.0,3528.0,0,
81191,Commune simple,245.0,1339.0,0,
02453,Commune simple,77.0,728.0,0,
68349,Commune simple,245.0,680.0,0,
67414,Commune simple,463.0,385.0,0,
47044,Commune simple,89.0,807.0,0,
60120,Commune simple,105.0,935.0,0,
02479,Commune simple,150.0,337.0,0,
80250,Commune simple,69.0,1299.0,0,
30015,Commune simple,957.0,2102.0,0,
43081,Commune simple,1007.0,742.0,0,
35026,Commune simple,68.0,335.0,0,
27568,Commune simple,158.0,1745.0,0,
88476,Commune simple,334.0,508.0,0,
58152,Commune simple,211.0,3212.0,0,
67221,Commune simple,173.0,442.0,0,
54404,Commune simple,268.0,1127.0,0,
14117,Chef-lieu canton,4.0,553.0,0,
56116,Commune simple,7.0,1108.0,0,
39419,Commune simple,706.0,474.0,0,
45179,Commune simple,98.0,4617.0,0,
60104,Chef-lieu canton,103.0,1728.0,0,
36017,Commune simple,235.0,4009.0,0,
71543,Chef-lieu canton,218.0,1460.0,0,
17097,Commune simple,12.0,1228.0,0,
57299,Commune simple,320.0,420.0,0,
62422,Commune simple,138.0,1106.0,0,
58123,Commune simple,224.0,1287.0,0,
89003,Chef-lieu canton,167.0,1823.0,0,
24497,Commune simple,125.0,2413.0,0,
08196,Commune simple,183.0,736.0,0,
37122,Chef-lieu canton,84.0,3238.0,0,
66108,Chef-lieu canton,153.0,1945.0,0,
31071,Commune simple,229.0,745.0,0,
61081,Commune simple,190.0,1172.0,0,
51113,Commune simple,227.0,1268.0,0,
86189,Commune simple,152.0,3035.0,0,
12210,Commune simple,316.0,2527.0,0,
33005,Commune simple,14.0,2076.0,0,
69188,Commune simple,497.0,1459.0,0,
54284,Commune simple,277.0,571.0,0,
62475,Commune simple,147.0,730.0,0,
50552,Commune simple,17.0,522.0,0,
40064,Commune simple,80.0,2862.0,0,
46322,Commune simple,270.0,2055.0,0,
65110,Commune simple,388.0,546.0,0,
85285,Commune simple,53.0,925.0,0,
26295,Commune simple,237.0,2026.0,0,
80433,Commune simple,77.0,380.0,0,
02280,Commune simple,193.0,1909.0,0,
86176,Commune simple,171.0,445.0,0,
60019,Commune simple,98.0,1072.0,0,
59093,Commune simple,165.0,868.0,0,
10013,Commune simple,131.0,338.0,0,
74090,Commune simple,583.0,677.0,0,
11013,Commune simple,47.0,465.0,0,
45018,Commune simple,95.0,2018.0,0,
65332,Commune simple,343.0,195.0,0,
42030,Commune simple,395.0,1961.0,0,
51073,Commune simple,151.0,404.0,0,
89429,Commune simple,152.0,1032.0,0,
77156,Commune simple,85.0,786.0,0,
14082,Commune simple,161.0,204.0,0,
49334,Commune simple,43.0,724.0,0,
55097,Commune simple,306.0,843.0,0,
62082,Commune simple,126.0,760.0,0,
54102,Commune simple,263.0,630.0,0,
27486,Commune simple,141.0,1346.0,0,
54314,Commune simple,337.0,598.0,0,
01343,Commune simple,203.0,1700.0,0,
22298,Commune simple,171.0,1790.0,0,
42067,Commune simple,998.0,1785.0,0,
89229,Commune simple,163.0,1221.0,0,
25104,Commune simple,555.0,727.0,0,
46020,Commune simple,354.0,1496.0,0,
63380,Commune simple,829.0,3344.0,0,
89093,Commune simple,116.0,895.0,0,
31526,Commune simple,187.0,575.0,0,
28247,Commune simple,133.0,922.0,0,
64013,Commune simple,283.0,1021.0,0,
72272,Commune simple,148.0,1436.0,0,
70341,Commune simple,259.0,1481.0,0,
28088,Sous-préfecture,134.0,2845.0,0,
2B248,Commune simple,517.0,1234.0,0,
02571,Commune simple,96.0,728.0,0,
71307,Commune simple,259.0,977.0,0,
02009,Commune simple,77.0,597.0,0,
62874,Commune simple,111.0,1033.0,0,
46203,Commune simple,551.0,1152.0,0,
51392,Commune simple,220.0,376.0,0,
79252,Commune simple,91.0,2039.0,0,
94070,Commune simple,93.0,1001.0,0,
58243,Commune simple,222.0,1985.0,0,
86080,Commune simple,127.0,1204.0,0,
42087,Commune simple,540.0,641.0,0,
29205,Commune simple,131.0,2439.0,0,
81077,Commune simple,462.0,3867.0,0,
41127,Commune simple,115.0,2504.0,0,
78362,Chef-lieu canton,53.0,624.0,0,
50193,Commune simple,266.0,1016.0,0,
46313,Commune simple,128.0,829.0,0,
02307,Commune simple,114.0,1895.0,0,
50030,Commune simple,4.0,67.0,0,
11022,Commune simple,73.0,2437.0,0,
03195,Commune simple,354.0,3305.0,0,
24134,Commune simple,179.0,2160.0,0,
79131,Commune simple,159.0,1930.0,0,
59445,Commune simple,240.0,1186.0,0,
89350,Commune simple,176.0,1807.0,0,
61496,Commune simple,175.0,702.0,0,
60194,Commune simple,177.0,1451.0,0,
64092,Commune simple,696.0,4980.0,0,
59115,Commune simple,41.0,207.0,0,
85113,Chef-lieu canton,16.0,2465.0,0,
52292,Chef-lieu canton,328.0,759.0,0,
45052,Commune simple,179.0,1638.0,0,
61414,Commune simple,205.0,1273.0,0,
02318,Commune simple,85.0,895.0,0,
62696,Commune simple,102.0,613.0,0,
51380,Chef-lieu canton,191.0,4834.0,0,
58214,Chef-lieu canton,206.0,1307.0,0,
26117,Commune simple,629.0,1120.0,0,
60109,Commune simple,196.0,692.0,0,
16104,Commune simple,105.0,957.0,0,
61283,Commune simple,203.0,1110.0,0,
36181,Commune simple,161.0,2863.0,0,
25157,Commune simple,985.0,2271.0,0,
23201,Commune simple,436.0,1137.0,0,
14452,Chef-lieu canton,56.0,1193.0,0,
81092,Commune simple,178.0,2535.0,0,
02702,Commune simple,104.0,753.0,0,
64364,Commune simple,301.0,1969.0,0,
76560,Commune simple,112.0,986.0,1,Rouen
03087,Commune simple,251.0,5401.0,0,
62315,Commune simple,44.0,314.0,0,
02749,Commune simple,88.0,280.0,0,
69206,Commune simple,184.0,2732.0,0,
38467,Commune simple,261.0,828.0,0,
83142,Commune simple,891.0,6100.0,0,
41094,Commune simple,100.0,1628.0,0,
51370,Commune simple,171.0,1713.0,0,
54440,Commune simple,200.0,597.0,0,
34145,Chef-lieu canton,12.0,2426.0,0,
25042,Commune simple,977.0,1133.0,0,
49327,Commune simple,59.0,666.0,0,
76347,Commune simple,126.0,609.0,0,
14455,Commune simple,153.0,942.0,0,
11276,Commune simple,233.0,2836.0,0,
63343,Commune simple,473.0,955.0,0,
68058,Commune simple,465.0,876.0,0,
60578,Commune simple,79.0,292.0,0,
23143,Commune simple,386.0,2313.0,0,
83059,Commune simple,337.0,1069.0,0,
71380,Commune simple,204.0,1774.0,0,
67051,Commune simple,279.0,310.0,0,
21437,Commune simple,202.0,902.0,0,
70260,Commune simple,313.0,724.0,0,
52036,Commune simple,405.0,1257.0,0,
53207,Commune simple,96.0,1935.0,0,
22262,Chef-lieu canton,187.0,314.0,0,
08053,Commune simple,164.0,925.0,0,
07051,Commune simple,173.0,403.0,0,
88118,Chef-lieu canton,319.0,1625.0,0,
18222,Commune simple,170.0,1406.0,0,
57034,Commune simple,322.0,413.0,0,
87201,Commune simple,292.0,3420.0,0,
86158,Commune simple,107.0,2896.0,0,
23152,Commune simple,398.0,644.0,0,
09013,Commune simple,502.0,459.0,0,
59517,Commune simple,108.0,1766.0,0,
04166,Chef-lieu canton,609.0,4036.0,0,
51506,Commune simple,106.0,1263.0,0,
51201,Commune simple,152.0,293.0,0,
24118,Commune simple,55.0,1258.0,0,
88052,Commune simple,322.0,939.0,0,
59191,Commune simple,142.0,835.0,0,
63255,Commune simple,434.0,749.0,0,
67166,Commune simple,249.0,227.0,0,
61246,Commune simple,144.0,2177.0,0,
07269,Chef-lieu canton,690.0,2006.0,0,
07330,Chef-lieu canton,183.0,2913.0,0,
11196,Commune simple,296.0,1214.0,0,
88018,Commune simple,533.0,341.0,0,
77251,Commune simple,87.0,1191.0,0,
50115,Commune simple,114.0,565.0,0,
33092,Commune simple,74.0,794.0,0,
52535,Commune simple,293.0,1572.0,0,
81067,Commune simple,239.0,1708.0,0,
79282,Commune simple,63.0,425.0,0,
64254,Commune simple,106.0,1874.0,0,
28359,Commune simple,131.0,1304.0,0,
25365,Commune simple,379.0,1197.0,0,
77490,Commune simple,153.0,1771.0,0,
38037,Commune simple,336.0,1691.0,0,
61379,Commune simple,148.0,1888.0,0,
52475,Commune simple,238.0,595.0,0,
71048,Commune simple,271.0,1149.0,0,
54291,Commune simple,304.0,1098.0,0,
16073,Chef-lieu canton,70.0,1769.0,0,
21370,Commune simple,207.0,1052.0,0,
72047,Commune simple,94.0,1467.0,0,
80577,Commune simple,155.0,1041.0,0,
50246,Commune simple,24.0,406.0,0,
02589,Commune simple,120.0,504.0,0,
57386,Commune simple,355.0,463.0,0,
85048,Commune simple,194.0,1622.0,0,
52524,Chef-lieu canton,312.0,1969.0,0,
11380,Commune simple,455.0,1374.0,0,
76126,Commune simple,201.0,934.0,0,
05129,Commune simple,792.0,3707.0,0,
71270,Préfecture,210.0,2703.0,0,
80311,Commune simple,102.0,666.0,0,
26211,Commune simple,173.0,1842.0,0,
02061,Commune simple,152.0,473.0,0,
51066,Commune simple,112.0,688.0,0,
02631,Commune simple,52.0,824.0,0,
60690,Commune simple,107.0,403.0,0,
92033,Chef-lieu canton,134.0,271.0,0,
50490,Commune simple,25.0,368.0,0,
08070,Commune simple,91.0,1228.0,0,
37168,Commune simple,103.0,2192.0,0,
71557,Commune simple,253.0,1573.0,0,
80377,Commune simple,95.0,715.0,0,
43253,Commune simple,1092.0,3015.0,0,
39476,Commune simple,187.0,3368.0,0,
61076,Commune simple,295.0,1347.0,0,
55078,Commune simple,233.0,2400.0,0,
67052,Commune simple,530.0,2372.0,0,
65450,Commune simple,2008.0,3507.0,0,
73103,Chef-lieu canton,545.0,1131.0,0,
72129,Commune simple,58.0,542.0,0,
49223,Commune simple,31.0,1738.0,0,
19212,Commune simple,428.0,852.0,0,
52372,Commune simple,388.0,914.0,0,
59626,Commune simple,99.0,1215.0,0,
02465,Commune simple,179.0,1564.0,0,
47150,Commune simple,27.0,479.0,0,
12270,Chef-lieu canton,812.0,10851.0,0,
78688,Commune simple,162.0,362.0,0,
62505,Commune simple,49.0,682.0,0,
81134,Commune simple,847.0,2149.0,0,
39197,Commune simple,261.0,338.0,0,
44029,Commune simple,30.0,2347.0,0,
67104,Commune simple,215.0,717.0,0,
10308,Commune simple,155.0,2575.0,0,
25138,Commune simple,656.0,1449.0,0,
49198,Commune simple,86.0,1343.0,0,
62291,Commune simple,46.0,120.0,0,
51650,Commune simple,157.0,586.0,0,
62819,Commune simple,27.0,723.0,0,
02166,Commune simple,157.0,885.0,0,
77014,Commune simple,69.0,381.0,0,
69143,Chef-lieu canton,217.0,542.0,0,
17367,Commune simple,63.0,844.0,0,
25340,Commune simple,338.0,590.0,0,
33311,Commune simple,31.0,243.0,0,
02374,Commune simple,110.0,940.0,0,
49002,Chef-lieu canton,42.0,3647.0,0,
26047,Commune simple,1054.0,2565.0,0,
44082,Chef-lieu canton,40.0,4555.0,0,
46035,Commune simple,256.0,789.0,0,
